NAME,ADDRESS,LATITUDE,LONGITUDE,RATING
"Valley Scoops and More","683 PA-93, Sugarloaf, PA 18249, USA",40.9976715,-76.0708847,4.4
"Family Funscape","7350 Hutchinson Rd, Elizabeth, PA 15037, USA",40.2387416,-79.8670606,4.5
"Tee's Golf Center","707 Conshohocken Rd, Conshohocken, PA 19428, USA",40.0835460,-75.3154730,3.9
"Mulligan's Island","1000 New London Ave, Cranston, RI 02920, USA",41.7406950,-71.4723540,4.2
"Monster Mini Golf","140 Taunton Ave, Seekonk, MA 02771, USA",41.8263568,-71.3425286,4.3
"Stix Fun Center","582 Kelley Blvd, North Attleborough, MA 02760, USA",42.0068280,-71.3049760,4.6
"Atlantic Golf Centers Ltd","754 Newport Ave, Attleboro, MA 02703, USA",41.9161618,-71.3582448,4.5
"Norton Mini Golf and Ice Cream","1306, 242 Mansfield Ave, Norton, MA 02766, United States",41.9903484,-71.2110474,4.4
"Monster Mini Golf","1560 Boston-Providence Turnpike, Norwood, MA 02062, USA",42.1602641,-71.1998284,4.2
"Fantasyland LLC.","1300 Fall River Ave, Seekonk, MA 02771, USA",41.7918670,-71.3210990,4.0
"Lazer Gate","288 Plymouth Ave, Fall River, MA 02721, USA",41.6956080,-71.1496939,4.2
"The Carnival Party","17 Surrey Dr, Westerly, RI 02891, USA",41.3987291,-71.8153696,3.0
"Bayview Fun Park","330 Atlantic Ave, Westerly, RI 02891, USA",41.3255210,-71.7935250,2.6
"Adventureland Family Fun Park","112 Point Judith Rd, Narragansett, RI 02882, USA",41.4275310,-71.4794610,4.1
"Cancun Lagoon Golf","2101 S Kings Hwy, Myrtle Beach, SC 29577, USA",33.6711759,-78.9094542,4.3
"Mt. Atlanticus Minotaur Golf","707 N Kings Hwy, Myrtle Beach, SC 29577, USA",33.6924930,-78.8842960,4.6
"Dragon's Lair Fantasy Golf","1197 Celebrity Cir, Myrtle Beach, SC 29577, USA",33.7149900,-78.8788675,3.9
"Captain Hooks Adventure Golf","2205 N Kings Hwy, Myrtle Beach, SC 29577, USA",33.7035559,-78.8713537,4.5
"Mayday Golf","715 Highway 17 North, North Myrtle Beach, SC 29582, USA",33.8351058,-78.6726856,4.2
"Runaway Bay Miniature Golf","1800 US-17 BUS, Murrells Inlet, SC 29576, USA",33.5995125,-78.9954757,3.5
"Adventure Cove Mini Golf & Arcade","18 Folly Field Rd, Hilton Head Island, SC 29928, USA",32.2018910,-80.6983130,4.2
"Shipwreck Island Adventure Golf","3301 S Ocean Blvd, Myrtle Beach, SC 29577, USA",33.6589344,-78.9255753,4.3
"Mutiny Bay Miniature Golf","301 US-17, North Myrtle Beach, SC 29582, USA",33.8255052,-78.6824492,4.3
"Gilligan's Island Funland","3009 US-17 BUS, Murrells Inlet, SC 29576, USA",33.5835453,-79.0146133,4.4
"Aloha Mini Golf","900 Lake Arrowhead Rd, Myrtle Beach, SC 29572, United States",33.7766465,-78.7909930,4.2
"Jungle Safari Golf","7101 N Kings Hwy, Myrtle Beach, SC 29572, USA",33.7438120,-78.8232219,4.3
"Black Pearl Mini Golf","614 Sea Mountain Hwy, North Myrtle Beach, SC 29582, USA",33.8343749,-78.6442255,4.0
"Jurassic Mini Golf","2900 S Kings Hwy, Myrtle Beach, SC 29577, USA",33.6645098,-78.9187465,4.3
"Hawaiian Rumble Golf & Batting Cages","3210 Hwy 17 S, North Myrtle Beach, SC 29582, USA",33.8047920,-78.7215440,4.3
"Treasure Island Golf","4801 N Kings Hwy, Myrtle Beach, SC 29577, USA",33.7232357,-78.8477295,4.4
"Professor Hacker's Dinosaur Adventure Golf","170 Hwy 17 S, North Myrtle Beach, SC 29582, USA",33.8230913,-78.6855465,4.1
"Lost Treasure Golf","1705 US-17, North Myrtle Beach, SC 29582, USA",33.8116154,-78.7045591,4.5
"Molten Mountain","1010 Vereen Dr, North Myrtle Beach, SC 29582, USA",33.8381852,-78.6686313,4.2
"High Seas Miniature Golf","10001 Charlotte Hwy, Fort Mill, SC 29707, USA",35.0095591,-80.8545584,4.7
"Pirate's Island of Hilton Head SC","8 Marina Side Dr, Hilton Head Island, SC 29928, USA",32.1770910,-80.7306570,4.6
"Lost Mine Miniature Golf","2601 N Ocean Blvd, Myrtle Beach, SC 29577, USA",33.7051888,-78.8650807,3.0
"Spy Glass Golf","3801 N Kings Hwy, Myrtle Beach, SC 29577, USA",33.7161398,-78.8560395,4.1
"Sparkle City Mini Putt","145 W Broad St, Spartanburg, SC 29306, USA",34.9492311,-81.9307215,4.4
"Legendary Golf","900 William Hilton Pkwy, Hilton Head Island, SC 29928, USA",32.1685680,-80.7415676,4.8
"Adventure Falls Golf","735 US-17 BUS, Myrtle Beach, SC 29577, USA",33.6069530,-78.9856711,4.1
"Inlet Adventure","3215 US-17 BUS, Murrells Inlet, SC 29576, USA",33.5781361,-79.0224995,4.2
"Tribal Island Mini Golf","901 US-17, Little River, SC 29566, USA",33.8689023,-78.6335568,4.7
"Hawaiian Village","4205 US-17, North Myrtle Beach, SC 29582, USA",33.8008345,-78.7306883,4.0
"Pirates Watch Adventure Golf","1500 S Kings Hwy, Myrtle Beach, SC 29577, USA",33.6765019,-78.9040085,3.7
"Tribal Island","901 US-17, Little River, SC 29566, USA",33.8708561,-78.6350880,4.2
"Mr. Putty's Fun Park","2333 Dam Road, Tega Cay, SC 29708, USA",35.0456800,-80.9912390,4.8
"Hole-N-One Family Fun Center","3197 Whiskey Rd, Aiken, SC 29803, USA",33.4906030,-81.7009120,4.2
"Rainbow Falls Golf","9850 N Kings Hwy, Myrtle Beach, SC 29572, USA",33.7825356,-78.7866803,3.9
"Jungle Lagoon Miniature Golf","404 5th Ave S, Myrtle Beach, SC 29577, USA",33.6833783,-78.8947213,4.1
"Harbour View","901 US-17, Little River, SC 29566, USA",33.8708561,-78.6350880,NONE
"Putt-N-Place","SC-261, Hemingway, SC 29554, USA",33.7033718,-79.3537426,NONE
"Tropical Adventure Mini Golf","10124 Beach Dr SW, Calabash, NC 28467, USA",33.8913040,-78.5737160,4.6
"Frankie's Fun Park","5000 Ashley Phosphate Rd, North Charleston, SC 29418, USA",32.9181060,-80.1056420,4.3
"Sunrise Mountain Mini Golf","1675 NC-105, Boone, NC 28607, USA",36.2011500,-81.6815216,3.7
"Charleston Fun Park","3255 N Hwy 17, Mt Pleasant, SC 29466, USA",32.8681657,-79.7793936,4.2
"Skate Away USA","123 Dixie Dr, Greenwood, SC 29649, USA",34.2264529,-82.1998375,4.2
"PUTT FOR DOUGH GREENS, LLC","Florence, SC 29502, USA",34.1955465,-79.8024289,NONE
"Expo 300","2423 Montague Ave Ext, Greenwood, SC 29649, USA",34.2373190,-82.2092670,4.3
"Frankie's Fun Park","45 Park Woodruff Dr, Greenville, SC 29607, USA",34.8210494,-82.2961524,4.4
"Paradise Valley Par 3","110 Barton Creek Dr, Charlotte, NC 28262, USA",35.3159333,-80.7404720,4.1
"Lake Norman Miniature Golf","18639 Statesville Rd, Cornelius, NC 28031, USA",35.4674248,-80.8743055,4.7
"Tupelo Bay Golf Center","1800 US-17 BUS, Garden City, SC 29576, USA",33.6022099,-78.9961651,4.2
"Purple Planet 3D Mini Golf","6325 Wilkinson Blvd, Belmont, NC 28012, USA",35.2522245,-81.0478672,2.9
"Tropical Gardens Mini Golf","956 Patton Ave, Asheville, NC 28806, USA",35.5855885,-82.5898528,4.3
"Funtasticks Charlotte (formerly Adventure Landing Charlotte)","10400 Cadillac St, Pineville, NC 28134, USA",35.0975285,-80.8793741,3.5
"Shipwreck Point Golf","13705 NC-50, Surf City, NC 28445, USA",34.4445177,-77.5609493,3.6
"Sea Mist Mini Golf","14th Ave S & Yaupon Dr, Myrtle Beach, SC 29577, USA",33.6751390,-78.9012110,NONE
"Glow Golf","3500 Oleander Dr, Wilmington, NC 28403, USA",34.2117120,-77.9065093,3.3
"Adventure Landing Gastonia","2600 E Franklin Blvd, Gastonia, NC 28056, USA",35.2610848,-81.1317500,4.0
"The Big E Gaffney","1100 Factory Shops Blvd, Gaffney, SC 29341, USA",35.0812675,-81.7158428,4.4
"Island Miniature Golf and Games","7890 US-80, Savannah, GA 31410, USA",32.0331300,-80.9643350,4.6
"Lunar Mini Golf of Gastonia","246 N New Hope Rd, Gastonia, NC 28054, USA",35.2652719,-81.1480452,4.2
"Fantasy Golf & Game Room","3659 Soco Rd, Maggie Valley, NC 28751, USA",35.5169436,-83.0889873,4.6
"Chimney Rock Adventure Golf","339 Main St, Chimney Rock, NC 28720, USA",35.4386577,-82.2462119,4.4
"Pirate's Cove Adventure Golf","1500 N Lacrosse St, Rapid City, SD 57701, USA",44.0987867,-103.2011812,4.6
"Holy Terror Mini Golf","609 US-16A, Keystone, SD 57751, USA",43.8882994,-103.4270278,3.3
"Putz n Glo Indoor Black Light Miniature Golf","23694 Stratosphere Ln, Rapid City, SD 57702, USA",43.9704579,-103.3329408,4.2
"Grizzly Gulch Adventure Golf","231 Mt Rushmore Rd, Custer, SD 57730, USA",43.7634592,-103.6116349,2.5
"Wylie Thunder Road Go-Karts and Mini-Golf","Wylie Park, Aberdeen, SD 57401, United States",45.4905569,-98.5160447,3.7
"Black Hills Putt 4 Fun","640 S 6th St, Hot Springs, SD 57747, USA",43.4255196,-103.4703786,5.0
"Ultimate Golf & Academy","5300 N Ditch Rd, Sioux Falls, SD 57104, USA",43.6053584,-96.7364666,5.0
"Lucky Strike Lanes","1215, 1740 Ryan Rd, Spearfish, SD 57783, United States",44.5006625,-103.8565063,4.7
"Black Hills Adventure Golf","6400 US-16, Rapid City, SD 57701, USA",44.0214601,-103.2482020,NONE
"Thunder Road of Sioux Falls","201 N Kiwanis Ave, Sioux Falls, SD 57104, USA",43.5488363,-96.7623223,4.3
"Creekside Country Resort","12647 US-16, Hill City, SD 57745, USA",43.9474304,-103.5149266,4.8
"Deadwood Mini Golf","216-280 CanAm Hwy, Deadwood, SD 57732, USA",44.3643817,-103.7331424,NONE
"Thunder Road of Watertown","825 3rd St SW, Watertown, SD 57201, USA",44.8911675,-97.1239002,4.0
"Ripley's Old MacDonald's Farm Mini Golf","1639 Parkway, Sevierville, TN 37862, USA",35.8325270,-83.5720950,4.4
"Ripley's Davy Crockett Mini-Golf","188 Parkway, Gatlinburg, TN 37738, USA",35.7239180,-83.5096870,4.5
"Casey Jones Mini Golf","48 Casey Jones Ln, Jackson, TN 38305, USA",35.6591265,-88.8564042,4.3
"D&D Black Light Mini Golf","211 Holiday Dr, Clarksville, TN 37040, USA",36.5962118,-87.2821311,4.4
"Mountain Mini Golf","7761 E Lamar Alexander Pkwy, Townsend, TN 37882, USA",35.6776386,-83.7516556,5.0
"Family Golf Center Miniature Golf","5204 Blue Hole Rd, Antioch, TN 37013, USA",36.0469727,-86.6721350,3.8
"Grand Old Golf & Go-Karts","2444 Music Valley Dr, Nashville, TN 37214, USA",36.2217004,-86.6951332,3.8
"Europa Go-Karts & Golf","621 Old Hickory Blvd, Nashville, TN 37209, USA",36.1085990,-86.9246917,3.3
"Putt-Putt Fun Center","10770 Lebanon Rd, Mt Juliet, TN 37122, USA",36.2295570,-86.5067940,4.6
"Treasure Quest Miniature Golf","653 Parkway, Gatlinburg, TN 37738, USA",35.7128034,-83.5154613,4.1
"Putt-Putt Fun Center","346 W Stone Dr, Kingsport, TN 37660, USA",36.5602327,-82.5578625,4.6
"Victory Fun Park Inc.","636 E Church St, Lewisburg, TN 37091, USA",35.4519935,-86.7783700,4.2
"Putt-Putt Fun Center","319 Bluff City Hwy, Bristol, TN 37620, USA",36.5701429,-82.1914028,4.0
"Professor Hacker’s Lost Treasure Golf","3010 Parkway, Pigeon Forge, TN 37863, USA",35.7949109,-83.5646724,4.1
"Hillbilly Golf","340 Parkway, Gatlinburg, TN 37738, USA",35.7186350,-83.5106200,4.6
"GO USA Fun Park","2270 Armory Dr, Murfreesboro, TN 37129, USA",35.8505827,-86.4339910,4.3
"SOAR Adventure Tower","3794 Carothers Pkwy, Franklin, TN 37067, USA",35.9080519,-86.8236555,4.7
"Fantasy Golf","3263 Parkway, Pigeon Forge, TN 37863, USA",35.7913482,-83.5574813,4.2
"Miniature Golf","90 Old Estill Springs Rd, Winchester, TN 37398, USA",35.2244565,-86.1249888,NONE
"Blindshot Barnaby's Circus","919 Parkway, Gatlinburg, TN 37738, USA",35.7104110,-83.5196820,3.4
"Peter Pan Mini-Golf","1207 Barton Springs Rd, Austin, TX 78704, USA",30.2602785,-97.7577435,4.4
"Embassy Miniature Golf","500 Embassy Oaks, San Antonio, TX 78216, USA",29.5627480,-98.4864426,4.6
"Shankz Black Light Miniature Golf","3091 College Park Dr #270, The Woodlands, TX 77384, USA",30.2051764,-95.4634530,4.3
"Monster Mini Golf","2267 NW Military Hwy, San Antonio, TX 78213, USA",29.5380070,-98.5248423,4.5
"Lunar Mini Golf of Garland, TX","245 Cedar Sage Dr, Garland, TX 75040, USA",32.9534480,-96.6126234,1.0
"Hidden Valley Miniature Golf","8621 Jacksboro Hwy, Lakeside, TX 76135, USA",32.8231903,-97.4757388,4.6
"Cool Crest Miniature Golf Course","1402 Fredericksburg Rd, San Antonio, TX 78201, USA",29.4580048,-98.5190956,4.6
"Lunar Mini Golf","1888 Green Oaks Rd, Fort Worth, TX 76116, USA",32.7398840,-97.4369100,3.5
"Lunar Mini Golf of Wichita Falls","3111 Midwestern Pkwy, Wichita Falls, TX 76308, USA",33.8690801,-98.5315692,3.7
"Pirates Treasure Adventure Golf","17200 Termini-San Luis Pass Rd, Galveston, TX 77554, USA",29.1783954,-94.9824064,4.1
"Longview Greens Miniature Golfing","735 Clepper Dr, Montgomery, TX 77356, USA",30.3914026,-95.6885358,4.8
"Magic Carpet Golf","9030 Seawall Blvd, Galveston, TX 77554, USA",29.2510208,-94.8546221,4.4
"Lunar Mini Golf of Grapevine","3000 Grapevine Mills Pkwy, Grapevine, TX 76051, USA",32.9670861,-97.0414089,3.2
"Galaxy Glow Mini Golf","5858 S Padre Island Dr #50, Corpus Christi, TX 78412, USA",27.7063507,-97.3664189,4.0
"Putt-Putt Golf & Games","2311 E SE Loop 323, Tyler, TX 75701, USA",32.3112190,-95.2706870,3.7
"Track 21: Indoor Karting, Laser Tag and Mini Golf","4815 Hwy 6 N, Houston, TX 77084, USA",29.8450210,-95.6476210,3.8
"Hole-In-Fun Entertainment","1819 S Main St, Weatherford, TX 76086, USA",32.7354072,-97.7928145,4.2
"Duke's Adventure Golf","1716 E Slaughter Ln, Austin, TX 78747, USA",30.1532180,-97.7683930,4.7
"Buffalo Nickels Mini-Golf & Nickel Arcade","241 Elk Dr, Burleson, TX 76028, USA",32.5269169,-97.3475828,4.4
"Putt-Putt Golf and Games","2630 Bill Owens Pkwy, Longview, TX 75604, USA",32.5347698,-94.7665889,4.1
"Lunar Mini Golf of Waco","6001 W Waco Dr, Waco, TX 76710, USA",31.5164032,-97.1883574,4.2
"Green Acres Miniature Golf","905 N County Rd 1160, Midland, TX 79706, USA",32.0172530,-102.0360050,4.2
"Lunar Mini Golf of Killeen","2100 South W S Young Drive, Killeen, TX 76543, USA",31.0953059,-97.7206220,4.8
"Lunar Mini Golf of Abilene","4310 Buffalo Gap Rd, Abilene, TX 79606, USA",32.4004859,-99.7622517,4.3
"COSMIC MAYHEM BLACK LIGHT MINI GOLF","903 E Bitters Rd suite 310, San Antonio, TX 78216, USA",29.5635254,-98.4784215,4.8
"Katy Miniature Golf & Batting Cages","2482 S Mason Rd, Katy, TX 77450, USA",29.7482900,-95.7516540,4.2
"Creekside Mini Golf","602 E Coke Rd, Winnsboro, TX 75494, USA",32.9482719,-95.2859740,3.9
"Lunar Mini Golf of Tyler","4601 S Broadway Ave, Tyler, TX 75703, USA",32.2992813,-95.3028928,4.0
"Landa Park Miniature Golf","192 Landa Park Dr, New Braunfels, TX 78130, USA",29.7085390,-98.1324060,4.3
"Nac-O-Ville Putting Course","3503 North St, Nacogdoches, TX 75965, USA",31.6358902,-94.6538145,3.9
"Green Acres Golf and Games, Inc.","9782 US Hwy 87 E, San Antonio, TX 78263, USA",29.3728260,-98.2963570,4.3
"Treasure Island Golf & Games","14041 S Padre Island Dr, Corpus Christi, TX 78418, USA",27.6278014,-97.2247714,3.9
"Play Faire Park","2300 N 2nd St, Abilene, TX 79603, USA",32.4520989,-99.7508314,4.7
"Rock Isle Golf","1026 NE Barnard St, Glen Rose, TX 76043, USA",32.2389540,-97.7449430,5.0
"J & D Golf Land","644 E Rd, Stephenville, TX 76401, USA",32.2176214,-98.1888051,4.5
"Tropical Glow","1791 Highway 1187, Mansfield, TX 76063, USA",32.5860445,-97.1710162,3.5
"Lunar Mini Golf of San Angelo","4001 Sunset Dr, San Angelo, TX 76904, USA",31.4277851,-100.4979218,5.0
"Lights Off Golf","7701 I-40 Frontage Rd # 428, Amarillo, TX 79121, USA",35.1839626,-101.9264401,5.0
"The Gulf Range","1987 State Highway 87, Crystal Beach, TX 77650, USA",29.4598450,-94.6341110,4.4
"Adventure Landing Dallas","17717 Coit Rd, Dallas, TX 75252, USA",32.9911585,-96.7689765,4.0
"Willows Golf Park","220 Spring Creek Pkwy, Providence, UT 84332, USA",41.7121351,-111.8282110,4.6
"Cascade Mini Golf","1323 800 N, Orem, UT 84097, USA",40.3125361,-111.6642370,3.9
"Mulligan's Golf","1690 W 400 N, Ogden, UT 84404, USA",41.2680416,-112.0217410,4.3
"Hillside Miniature Golf","2446-2498 N Washburnville Rd, Monroe, UT 84754, USA",38.6688323,-112.1004930,4.6
"Swan Lakes Golf Course","850 N 2200 W, Layton, UT 84041, USA",41.0731756,-112.0036695,4.3
"Boondocks Food & Fun Draper","75 Southfork Dr, Draper, UT 84020, USA",40.4944235,-111.8895717,4.2
"Pebblebrook Golf Course","8968 S 1300 E, Sandy, UT 84094, USA",40.5889973,-111.8538309,3.6
"Cherry Hill","1325 S Main St, Kaysville, UT 84037, USA",41.0137220,-111.9143079,4.3
"Laser Mania Family Fun Center","67 E St George Blvd, St. George, UT 84770, United States",37.1103963,-113.5821429,4.5
"Fat Cats Salt Lake City","3739 South 900 East, Millcreek, UT 84106, USA",40.6903090,-111.8643802,3.9
"Boondocks Food & Fun | Kaysville, Utah","525, 6835, Deseret Dr, Kaysville, UT 84037, United States",41.0281833,-111.9482555,4.3
"Mulligans Golf & Games","692 West 10600 South, South Jordan, UT 84095, USA",40.5597916,-111.9105142,4.4
"Seven Peaks Fun Center Lehi","1320 North 300 West Street, Lehi, UT 84043, USA",40.4029279,-111.8539414,3.4
"All Star Bowling & Entertainment","12101 State St, Draper, UT 84020, USA",40.5325903,-111.8879301,4.2
"Fiesta Fun Family Fun Center","171 East 1160 South, St George, UT 84770, USA",37.0893562,-113.5798219,4.2
"Brigham City Family Fun Center","15 E 500 N, Brigham City, UT 84302, USA",41.5211915,-112.0150804,4.0
"Golf the Round","600 West 3300 South, South Salt Lake, UT 84119, USA",40.7009641,-111.9074553,4.5
"Sparetime Lanes","5160 S 1900 W, Roy, UT 84067, USA",41.1696836,-112.0246493,3.7
"Eagle Lake Golf Course","2885 W 5200 S, Roy, UT 84067, USA",41.1660031,-112.0513522,4.2
"The Rush Funplex","1806 S 2000 W, Syracuse, UT 84075, USA",41.0878788,-112.0667374,4.2
"Toad's Fun Zone","1690 W 400 N, Ogden, UT 84404, USA",41.2681443,-112.0214150,4.2
"GEEK Central","96 W Hoover Ave, Cedar City, UT 84720, USA",37.6797603,-113.0632900,NONE
"Central Valley Golf Course","600 W 3300 S, South Salt Lake, UT 84119, USA",40.7006679,-111.9086098,3.8
"Golf Anytime","220 State St, Salt Lake City, UT 84111, USA",40.7641945,-111.8885329,4.4
"East Bay Golf Course","1860 South East Bay Boulevard, Provo, UT 84606, USA",40.2076944,-111.6511821,4.2
"Laser Assault","264 100 W, Provo, UT 84601, USA",40.2372929,-111.6600763,3.9
"Mendon Mini Golf & Snack Bar","05751, 2556 US-4, Mendon, VT 05701, United States",43.6504180,-72.9269090,4.6
"Stowe Golf Park","1613 Mountain Rd, Stowe, VT 05672, USA",44.4726743,-72.7095040,4.4
"Lots-O-Balls","2702 VT-100, Duxbury, VT 05676, USA",44.2842740,-72.7816990,4.7
"Otter Creek Fun Center","1800 US-7, Danby, VT 05739, USA",43.3885985,-72.9965733,4.4
"Champ's Trading Post","6449 VT-17, Addison, VT 05491, USA",44.0580212,-73.4091888,4.0
"Pizza Putt","1205 Airport Pkwy, South Burlington, VT 05403, USA",44.4841402,-73.1675241,3.4
"Cones Point Miniature Golf","3816 VT-30, Poultney, VT 05764, USA",43.4698030,-73.2040330,4.8
"Putters Miniature Golf","792 US-5 #2, Dummerston, VT 05301, USA",42.9156950,-72.5363850,NONE
"Sunrise Mini Golf","8463 US-4, Killington, VT 05751, USA",43.5995778,-72.7486598,NONE
"Sunset Playland","1487 Harwood Hill Rd, Bennington, VT 05201, USA",42.9227488,-73.2091467,4.3
"Fore-U Golf Center","298 N Plainfield Rd, West Lebanon, NH 03784, USA",43.6218140,-72.3297330,4.5
"Jump Fore Fun","132 Granger St, Rutland, VT 05701, USA",43.6003982,-72.9795502,4.7
"Essex Family Fun & Entertainment Center","48 Upper Main St, Essex Junction, VT 05452, USA",44.5062270,-73.0908290,3.5
"The Links at Lang Farm","39 Essex Way, Essex Junction, VT 05452, USA",44.5025040,-73.0832000,4.2
"Twinkletown Miniature Golf","3 Arrowcrest Dr, Swanzey, NH 03446, USA",42.8897313,-72.2432955,4.6
"Kwiniaska Golf Course","5531 Spear St, Shelburne, VT 05482, USA",44.3947600,-73.1987090,4.1
"Pirates Paradise Mini Golf","2109 Pacific Ave, Virginia Beach, VA 23451, USA",36.8497380,-75.9765760,4.3
"King Neptune's Mini Golf","213 25th St, Virginia Beach, VA 23451, USA",36.8535491,-75.9775097,4.0
"The Magic Putting Place","8902 Mathis Ave, Manassas, VA 20110, USA",38.7622954,-77.4620890,4.3
"Monster Mini Golf - Chantilly","14130 Sullyfield Cir G, Chantilly, VA 20151, USA",38.8946288,-77.4397918,4.5
"Pirate's Cove Adventure Golf","2001 Mooretown Rd, Williamsburg, VA 23185, USA",37.2869171,-76.7192749,4.4
"Jungle Golf of Virginia Beach","302 23rd St, Virginia Beach, VA 23451, USA",36.8505658,-75.9773535,4.1
"ParTee's 3D Blacklight Mini Golf","234 N Battlefield Blvd, Chesapeake, VA 23320, USA",36.7255739,-76.2419205,4.3
"Bethpage Miniature Golf & Ice Creamery","4859 Old Virginia St, Urbanna, VA 23175, USA",37.6416397,-76.5930957,4.0
"Top Gun Miniature Indoor Golf","2500 Atlantic Ave, Virginia Beach, VA 23451, USA",36.8536376,-75.9767384,3.1
"Lynnhaven Golf Park","3173 Holland Road, Virginia Beach, VA 23450, USA",36.7898660,-76.0825760,4.1
"Putter-A-Round Indoor Mini Golf","103 S Carlton St, Harrisonburg, VA 22802, USA",38.4421135,-78.8554126,3.3
"Lucky Duck Miniature Golf Course","7500 Accotink Park Rd, Springfield, VA 22150, USA",38.7896955,-77.2125056,4.6
"Waynesboro Golf and Games LLC.","2296 Jefferson Hwy, Waynesboro, VA 22980, USA",38.0903140,-78.9474580,4.8
"Dulles Golf Center & Sports Park","21593 Jesse Ct, Sterling, VA 20166, USA",39.0180625,-77.4296897,3.8
"Putt Putt Fun Center","1515 Putt Putt Pl, Charlottesville, VA 22901, USA",38.0782480,-78.4697780,4.3
"Shenandoah Miniature Golf","154 Gainesboro Rd, Gainesboro, VA 22603, USA",39.2733900,-78.2521970,4.7
"Glowgolf","2436 Old Brick Rd, Glen Allen, VA 23060, USA",37.6485977,-77.6034692,2.5
"Burke Lake Park Mini-Golf Course","7315 Ox Rd, Fairfax Station, VA 22039, USA",38.7622768,-77.3060804,4.1
"Surfside Golf","6557 Maddox Blvd, Chincoteague Island, VA 23336, USA",37.9302842,-75.3588209,4.4
"Broad Run Golf & Practice Facility","10201 Golf Academy Dr, Bristow, VA 20136, USA",38.7343324,-77.5379205,3.4
"Tiny Town Golf","7427 Timberlake Rd, Lynchburg, VA 24502, USA",37.3585565,-79.2179151,4.5
"Bedford Mini Golf & Batting Zone","958 Burks Hill Rd, Bedford, VA 24523, USA",37.3167649,-79.5375430,5.0
"Mulligan's Golf Center","141 Carpenter Ln, Harrisonburg, VA 22801, USA",38.3915474,-78.9147835,4.8
"Mini Golf at Westchester Commons","WC Commons Way, Midlothian, VA 23113, USA",37.5123008,-77.6907735,3.8
"The Highlands Golf Park","10421 Seminole Trail, Ruckersville, VA 22968, USA",38.2519147,-78.3633703,4.8
"Putt Putt Fun Center","8105 Timberlake Rd, Lynchburg, VA 24502, USA",37.3503420,-79.2320290,4.2
"Laurel Park Mini Golf","6028 A L Philpott Hwy, Martinsville, VA 24112, USA",36.6811550,-79.7904310,1.0
"MPOA Mini Golf Course","3980 Massanutten Dr, McGaheysville, VA 22840, USA",38.4060176,-78.7535985,4.6
"Cox's Golf Driving Range","3500 Prices Fork Rd, Blacksburg, VA 24060, USA",37.2159550,-80.4688557,4.5
"Patterson Golf Park","12586 Patterson Ave, Richmond, VA 23238, USA",37.5999947,-77.6533520,4.0
"Motor World","700 S Birdneck Rd, Virginia Beach, VA 23451, USA",36.8164432,-75.9952489,3.9
"Putt-Putt Fun Center","7901, 5229, Midlothian Turnpike, Richmond, VA 23235, United States",37.4973856,-77.5422951,4.2
"Windy Hill Sports Complex","16500 Midlothian Turnpike, Midlothian, VA 23113, USA",37.5081942,-77.7150664,3.9
"Boardwalk Mini Golf","200 Boardwalk Way, Mineral, VA 23117, United States",38.0106950,-77.9086068,NONE
"Lex Lynx Mini Golf","312 S Main St, Lexington, VA 24450, USA",37.7817240,-79.4453957,NONE
"Appleland Sports Center","4490 Valley Pike, Stephens City, VA 22655, USA",39.1036123,-78.2078738,3.9
"David Putt Glass","2707 Omar St, Virginia Beach, VA 23462, USA",36.8400852,-76.1493891,NONE
"Swing Kingz","301 Lightfoot Rd, Williamsburg, VA 23188, USA",37.3420114,-76.7511178,4.3
"Yogi's Mini Golf Course","at Yogi Bear's Jellystone Park Camp-Resort, 2250 Lee Hwy, Luray, VA 22835, United States",38.6729445,-78.3928436,NONE
"Putt-Putt Fun Center","4012, 6801 Peters Creek Rd, Hollins, VA 24019, United States",37.3451706,-79.9580195,3.8
"Shankz Black Light Miniature Golf","2100 N National Ave, Chehalis, WA 98533, USA",46.6824397,-122.9591759,3.8
"Safari Mini Golf","8700 NE Vancouver Mall Dr #102, Vancouver, WA 98662, USA",45.6579973,-122.5854859,4.0
"NW Golf Range & Timber Falls Mini Golf","368 NE Waaga Way, Bremerton, WA 98311, USA",47.6506290,-122.6437130,4.3
"Golf Universe","6311 W Clearwater Ave, Kennewick, WA 99336, USA",46.2121910,-119.2054980,4.2
"Parkland Putters","10636 Sales Rd S, Tacoma, WA 98444, USA",47.1603750,-122.4649029,4.4
"Marvin Road Mini Golf","2831 Marvin Rd NE, Lacey, WA 98516, USA",47.0707028,-122.7788512,4.1
"Riverbend Miniature Golf Course","2020 W Meeker St, Kent, WA 98032, USA",47.3804668,-122.2611842,3.8
"Miniature World Family Fun Center & The Santa Train","4620 Birch Bay Lynden Rd, Blaine, WA 98230, USA",48.9364407,-122.7331612,4.2
"Airway Hills Golf Center","4811 Pullman Airport Rd, Pullman, WA 99163, USA",46.7518172,-117.0674063,5.0
"Mike N Terry's Outdoor Fun Park","6326 114th Avenue Ct E, Puyallup, WA 98372, USA",47.1991659,-122.2791083,4.3
"Putters Bay","1 Putter Bay Dr, Washington, IN 47501, USA",38.6303190,-87.1758430,4.6
"Kent Valley Miniature Golf","6015 S 240th St, Kent, WA 98032, USA",47.3862290,-122.2585460,NONE
"Lam's Golf Links","597 Ducken Rd, Oak Harbor, WA 98277, USA",48.3868520,-122.6480410,3.3
